,id,name,rot_num,line_id,price,handicap,selection,home_team,away_team
239,1598764652,Under,287,4467884062,2.56,1.5,Erick All Jr. (Receptions),New York Giants,Cincinnati Bengals
240,1598812158,Over,286,4467884083,1.704,1.5,Jalin Hyatt (Receptions),New York Giants,Cincinnati Bengals
241,1598812159,Under,287,4467884084,2.17,1.5,Jalin Hyatt (Receptions),New York Giants,Cincinnati Bengals
242,1598843018,Over,286,4467884019,2.09,2.5,Tyrone Tracy Jr. (Receptions),New York Giants,Cincinnati Bengals
243,1598843019,Under,287,4467884020,1.751,2.5,Tyrone Tracy Jr. (Receptions),New York Giants,Cincinnati Bengals
244,1598843024,Over,286,4467884055,1.99,1.5,Eric Gray (Receptions),New York Giants,Cincinnati Bengals
245,1598843025,Under,287,4467884056,1.833,1.5,Eric Gray (Receptions),New York Giants,Cincinnati Bengals
246,1598718130,Over,288,4467392396,2.34,3.5,Allen Lazard (Receptions),New York Jets,Buffalo Bills
247,1598718131,Under,289,4467392397,1.609,3.5,Allen Lazard (Receptions),New York Jets,Buffalo Bills
248,1598718133,Over,288,4467392466,1.833,5.5,Garrett Wilson (Receptions),New York Jets,Buffalo Bills
249,1598718134,Under,289,4467392467,1.99,5.5,Garrett Wilson (Receptions),New York Jets,Buffalo Bills
250,1598718139,Over,288,4467392404,2.36,3.5,Tyler Conklin (Receptions),New York Jets,Buffalo Bills
251,1598718140,Under,289,4467392405,1.598,3.5,Tyler Conklin (Receptions),New York Jets,Buffalo Bills
252,1598718148,Over,288,4467392450,1.806,3.5,Breece Hall (Receptions),New York Jets,Buffalo Bills
253,1598718149,Under,289,4467392451,2.02,3.5,Breece Hall (Receptions),New York Jets,Buffalo Bills
254,1598718157,Over,288,4467432074,2.11,2.5,Mike Williams (Receptions),New York Jets,Buffalo Bills
255,1598718158,Under,289,4467432075,1.74,2.5,Mike Williams (Receptions),New York Jets,Buffalo Bills
256,1598812988,Over,288,4467392436,2.24,2.5,James Cook (Receptions),New York Jets,Buffalo Bills
257,1598812989,Under,289,4467392437,1.657,2.5,James Cook (Receptions),New York Jets,Buffalo Bills
