match,start_time,player_name,player_team,market,line,over_price,under_price,margin,agency
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Cade Otton,Tampa Bay Buccaneers,Receiving Yards,59.5,4,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Cade Otton,Tampa Bay Buccaneers,Receiving Yards,69.5,6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Cade Otton,Tampa Bay Buccaneers,Receiving Yards,79.5,8.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Cade Otton,Tampa Bay Buccaneers,Receiving Yards,89.5,11,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,29.5,1.11,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,39.5,1.26,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,49.5,1.46,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,59.5,1.75,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,65.5,2,1.75,1.071,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,69.5,2.15,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,79.5,2.7,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,89.5,3.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Godwin,Tampa Bay Buccaneers,Receiving Yards,99.5,4.6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,19.5,1.1,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,29.5,1.3,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,39.5,1.58,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,49.5,1.95,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,50.5,2.05,1.72,1.069,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,59.5,2.55,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,69.5,3.4,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,79.5,4.6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Chris Olave,New Orleans Saints,Receiving Yards,89.5,6.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,F Moreau,NA,Receiving Yards,9.5,1.9,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,F Moreau,NA,Receiving Yards,15.5,2.65,1.45,1.067,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,F Moreau,NA,Receiving Yards,19.5,3.3,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,F Moreau,NA,Receiving Yards,29.5,6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,F Moreau,NA,Receiving Yards,39.5,11,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,F Moreau,NA,Receiving Yards,49.5,19,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,9.5,1.23,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,19.5,1.68,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,25.5,2.1,1.68,1.071,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,29.5,2.4,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,39.5,3.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,49.5,5.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,59.5,8.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,69.5,13,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Juwan Johnson,New Orleans Saints,Receiving Yards,79.5,19,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,M Tipton,NA,Receiving Yards,9.5,1.95,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,M Tipton,NA,Receiving Yards,10.5,2.1,1.68,1.071,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,M Tipton,NA,Receiving Yards,19.5,3.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,M Tipton,NA,Receiving Yards,29.5,6.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,M Tipton,NA,Receiving Yards,39.5,11,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,M Tipton,NA,Receiving Yards,49.5,19,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,19.5,1.05,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,29.5,1.18,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,39.5,1.38,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,49.5,1.65,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,59.5,2.05,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,60.5,2.1,1.68,1.071,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,69.5,2.6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,79.5,3.4,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,89.5,4.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Mike Evans,Tampa Bay Buccaneers,Receiving Yards,99.5,6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,19.5,1.2,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,29.5,1.48,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,39.5,1.85,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,45.5,2.2,1.62,1.072,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,49.5,2.45,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,59.5,3.4,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,69.5,4.6,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,79.5,6.5,NA,NA,TAB
New Orleans Saints v Tampa Bay Buccaneers,2024-10-13T17:00:00.000Z,Rashid Shaheed,New Orleans Saints,Receiving Yards,89.5,9,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,29.5,1.05,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,39.5,1.15,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,49.5,1.29,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,59.5,1.48,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,69.5,1.75,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,75.5,2,1.75,1.071,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,79.5,2.15,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,89.5,2.65,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,99.5,3.4,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,A.J. Brown,Philadelphia Eagles,Receiving Yards,109.5,4.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,19.5,1.08,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,29.5,1.24,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,39.5,1.48,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,49.5,1.8,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,55.5,2.1,1.68,1.071,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,59.5,2.3,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,69.5,3,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,79.5,4,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Amari Cooper,Cleveland Browns,Receiving Yards,89.5,5.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,19.5,1.23,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,29.5,1.52,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,39.5,1.95,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,40.5,2.05,1.72,1.069,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,49.5,2.6,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,59.5,3.6,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,69.5,5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,79.5,7.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Dallas Goedert,Philadelphia Eagles,Receiving Yards,89.5,10,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,9.5,1.13,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,19.5,1.45,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,29.5,1.95,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,30.5,2.05,1.72,1.069,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,39.5,2.7,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,49.5,3.9,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,59.5,6,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,69.5,9,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,79.5,13,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,David Njoku,Cleveland Browns,Receiving Yards,89.5,19,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,19.5,1.07,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,29.5,1.21,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,39.5,1.42,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,49.5,1.72,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,59.5,2.15,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,60.5,2.2,1.62,1.072,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,69.5,2.7,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,79.5,3.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,89.5,4.8,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,DeVonta Smith,Philadelphia Eagles,Receiving Yards,99.5,6.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,9.5,1.22,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,19.5,1.65,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,25.5,2.05,1.72,1.069,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,29.5,2.3,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,39.5,3.4,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,49.5,5.25,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,59.5,8,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,69.5,11,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,E Moore,NA,Receiving Yards,79.5,17,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,9.5,1.38,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,19.5,2,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,20.5,2.15,1.65,1.071,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,29.5,3.1,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,39.5,5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,49.5,8,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,59.5,13,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerome Ford,Cleveland Browns,Receiving Yards,69.5,19,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,19.5,1.17,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,29.5,1.42,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,39.5,1.75,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,45.5,2.1,1.68,1.071,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,49.5,2.3,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,59.5,3.1,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,69.5,4.25,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,79.5,6,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Jerry Jeudy,Cleveland Browns,Receiving Yards,89.5,8.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,9.5,1.42,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,19.5,2.1,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,20.5,2.2,1.62,1.072,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,29.5,3.3,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,39.5,5.25,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,49.5,8.5,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,59.5,13,NA,NA,TAB
Philadelphia Eagles v Cleveland Browns,2024-10-13T17:00:00.000Z,Saquon Barkley,Philadelphia Eagles,Receiving Yards,69.5,21,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,9.5,1.36,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,19.5,2,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,20.5,2.1,1.68,1.071,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,29.5,3,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,39.5,4.8,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,49.5,8,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,59.5,11,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Okonkwo,NA,Receiving Yards,69.5,19,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,19.5,1.13,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,29.5,1.34,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,39.5,1.65,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,49.5,2.1,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,50.5,2.15,1.65,1.071,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,59.5,2.7,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,69.5,3.7,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,79.5,5,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,C Ridley,NA,Receiving Yards,89.5,7,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,19.5,1.21,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,29.5,1.5,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,39.5,1.9,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,40.5,2,1.75,1.071,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,49.5,2.5,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,59.5,3.4,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,69.5,4.8,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,79.5,7,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,DeAndre Hopkins,Tennessee Titans,Receiving Yards,89.5,10,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,9.5,1.36,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,19.5,1.95,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,20.5,2.05,1.72,1.069,TAB
