match,start_time,player_name,player_team,market,line,over_price,under_price,margin,agency
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,79.5,13,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,89.5,21,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,9.5,1.26,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,19.5,1.72,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,25.5,2.15,1.65,1.071,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,29.5,2.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,39.5,3.7,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,49.5,5.75,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,59.5,9,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,69.5,13,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Sanders,NA,Receiving Yards,79.5,21,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,9.5,1.07,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,19.5,1.29,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,29.5,1.62,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,39.5,2.15,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,40.5,2.2,1.62,1.072,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,49.5,2.9,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,59.5,4,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,69.5,6,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,79.5,8.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Kyle Pitts,Atlanta Falcons,Receiving Yards,89.5,11,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,M Sanders,NA,Receiving Yards,9.5,1.72,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,M Sanders,NA,Receiving Yards,15.5,2.3,1.58,1.068,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,M Sanders,NA,Receiving Yards,19.5,2.8,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,M Sanders,NA,Receiving Yards,29.5,4.8,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,M Sanders,NA,Receiving Yards,39.5,8.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,M Sanders,NA,Receiving Yards,49.5,13,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,19.5,1.2,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,29.5,1.45,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,39.5,1.85,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,45.5,2.2,1.62,1.072,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,49.5,2.4,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,59.5,3.3,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,69.5,4.6,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,79.5,6.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,R McCloud,NA,Receiving Yards,89.5,9,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Tyler Allgeier,Atlanta Falcons,Receiving Yards,9.5,2.35,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Tyler Allgeier,Atlanta Falcons,Receiving Yards,10.5,2.55,1.48,1.068,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Tyler Allgeier,Atlanta Falcons,Receiving Yards,19.5,4.6,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Tyler Allgeier,Atlanta Falcons,Receiving Yards,29.5,9,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Tyler Allgeier,Atlanta Falcons,Receiving Yards,39.5,17,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,19.5,1.16,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,29.5,1.4,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,39.5,1.75,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,45.5,2.05,1.72,1.069,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,49.5,2.25,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,59.5,3,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,69.5,4,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,79.5,5.75,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,X Legette,NA,Receiving Yards,89.5,8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,39.5,1.1,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,49.5,1.22,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,59.5,1.38,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,69.5,1.6,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,79.5,1.9,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,80.5,1.95,1.8,1.068,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,89.5,2.3,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,99.5,2.8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Amon-Ra St. Brown,Detroit Lions,Receiving Yards,109.5,3.6,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,B Wright,NA,Receiving Yards,9.5,2.15,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,B Wright,NA,Receiving Yards,10.5,2.3,1.58,1.068,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,B Wright,NA,Receiving Yards,19.5,4,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,B Wright,NA,Receiving Yards,29.5,8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,B Wright,NA,Receiving Yards,39.5,13,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,49.5,1.12,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,59.5,1.24,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,69.5,1.4,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,79.5,1.62,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,89.5,1.9,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,90.5,1.95,1.8,1.068,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,99.5,2.3,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,CeeDee Lamb,Dallas Cowboys,Receiving Yards,109.5,2.8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,David Montgomery,Detroit Lions,Receiving Yards,9.5,1.75,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,David Montgomery,Detroit Lions,Receiving Yards,19.5,3.1,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,David Montgomery,Detroit Lions,Receiving Yards,29.5,5.75,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,David Montgomery,Detroit Lions,Receiving Yards,39.5,11,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,David Montgomery,Detroit Lions,Receiving Yards,49.5,19,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Ezekiel Elliott,Dallas Cowboys,Receiving Yards,5.5,2.3,1.58,1.068,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Ezekiel Elliott,Dallas Cowboys,Receiving Yards,9.5,3.2,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Ezekiel Elliott,Dallas Cowboys,Receiving Yards,19.5,7.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Ezekiel Elliott,Dallas Cowboys,Receiving Yards,29.5,15,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,9.5,1.44,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,19.5,2.15,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,20.5,2.3,1.58,1.068,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,29.5,3.4,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,39.5,5.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,49.5,9,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Brooks,NA,Receiving Yards,59.5,13,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,19.5,1.11,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,29.5,1.32,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,39.5,1.6,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,49.5,2,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,50.5,2.1,1.68,1.071,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,59.5,2.6,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,69.5,3.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,79.5,4.8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,J Tolbert,NA,Receiving Yards,89.5,7,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,9.5,1.29,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,19.5,1.8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,25.5,2.25,1.6,1.069,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,29.5,2.6,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,39.5,4,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,49.5,6.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,59.5,10,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jahmyr Gibbs,Detroit Lions,Receiving Yards,69.5,15,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,19.5,1.08,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,29.5,1.26,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,39.5,1.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,49.5,1.85,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,55.5,2.15,1.65,1.071,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,59.5,2.35,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,69.5,3.1,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,79.5,4.25,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jake Ferguson,Dallas Cowboys,Receiving Yards,89.5,5.75,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,19.5,1.12,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,29.5,1.32,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,39.5,1.62,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,49.5,2.05,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,50.5,2.1,1.68,1.071,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,59.5,2.65,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,69.5,3.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,79.5,4.8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Jameson Williams,Detroit Lions,Receiving Yards,89.5,7,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,9.5,1.17,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,19.5,1.52,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,29.5,2.1,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,30.5,2.2,1.62,1.072,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,39.5,3,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,49.5,4.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,59.5,7,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,69.5,10,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,79.5,15,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,K Turpin,NA,Receiving Yards,89.5,21,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,9.5,1.39,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,19.5,2.1,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,20.5,2.2,1.62,1.072,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,29.5,3.3,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,39.5,5.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,49.5,9,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Rico Dowdle,Dallas Cowboys,Receiving Yards,59.5,13,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,19.5,1.18,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,29.5,1.44,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,39.5,1.8,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,45.5,2.15,1.65,1.071,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,49.5,2.35,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,59.5,3.2,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,69.5,4.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,79.5,6.5,NA,NA,TAB
Dallas Cowboys v Detroit Lions,2024-10-13T20:25:00.000Z,Sam LaPorta,Detroit Lions,Receiving Yards,89.5,9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,19.5,1.08,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,29.5,1.24,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,39.5,1.48,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,49.5,1.8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,55.5,2.1,1.68,1.071,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,59.5,2.3,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,69.5,3,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,79.5,4,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,D Slayton,NA,Receiving Yards,89.5,5.5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,39.5,1.12,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,49.5,1.26,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,59.5,1.44,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,69.5,1.68,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,79.5,2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,80.5,2.1,1.68,1.071,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,89.5,2.45,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,99.5,3.1,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,109.5,3.9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,119.5,5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,9.5,1.38,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,19.5,2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,20.5,2.1,1.68,1.071,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,29.5,3,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,39.5,4.8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,49.5,8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,59.5,13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,69.5,19,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,9.5,1.28,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,19.5,1.8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,25.5,2.25,1.6,1.069,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,29.5,2.6,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,39.5,3.9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,49.5,6.5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,59.5,10,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,69.5,15,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,79.5,21,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,9.5,1.13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,19.5,1.46,NA,NA,TAB
